Index,Date,Close
SP500,2019-06-05,0.008128727
SP500,2019-06-06,0.006116841
SP500,2019-06-07,0.010442979
SP500,2019-06-10,0.00464922
SP500,2019-06-11,-0.000349941
SP500,2019-06-12,-0.002039658
SP500,2019-06-13,0.004089011
SP500,2019-06-14,-0.001612812
SP500,2019-06-17,0.000931315
SP500,2019-06-18,0.00967049
SP500,2019-06-19,0.002980717
SP500,2019-06-20,0.009427605
SP500,2019-06-21,-0.001260016
SP500,2019-06-24,-0.001733388
SP500,2019-06-25,-0.009541776
SP500,2019-06-26,-0.001234696
SP500,2019-06-27,0.003815886
SP500,2019-06-28,0.005740942
SP500,2019-07-01,0.007643019
SP500,2019-07-02,0.002923847
SP500,2019-07-03,0.007643096
